sku,part_name,manufacturer_reference,model_reference,image_path,identity_source,technical_description_status,search_alias_status,landing_page
PGE-KOR-019,HOLD DOWN DEVICE 2 AMPCO EU “D”,Korsch,PH300,/assets/images/parts/korsch/pge-kor-019.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-019/
PGE-KOR-020,LOWERING RAIL EU “D”,Korsch,PH300,/assets/images/parts/korsch/pge-kor-020.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-020/
PGE-KOR-021,EJECTION RAIL,Korsch,PH300,/assets/images/parts/korsch/pge-kor-021.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-021/
PGE-KOR-022,SEGMENT,Korsch,PH300,/assets/images/parts/korsch/pge-kor-022.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-022/
PGE-KOR-023,DOSING RAIL TRANSITION CAM,Korsch,PH300,/assets/images/parts/korsch/pge-kor-023.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-023/
PGE-KOR-024,COMPRESSION ROLLER,Korsch,PH300,/assets/images/parts/korsch/pge-kor-024.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-024/
PGE-KOR-025,TABLET TAKE OFF ASSEMBLY,Korsch,PH300,/assets/images/parts/korsch/pge-kor-025.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-025/
PGE-KOR-026,TABLET TAKE OFF RAMP,Korsch,PH300,/assets/images/parts/korsch/pge-kor-026.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-026/
PGE-KOR-027,UPPER RAISING CAM EU “D”,Korsch,PH300,/assets/images/parts/korsch/pge-kor-027.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-027/
PGE-KOR-028,23 STATION TURRET ASSEMBLY*,Korsch,PH423,/assets/images/parts/korsch/pge-kor-028.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-028/
PGE-KOR-029,DIE SEAT LOCK,Korsch,PH423,/assets/images/parts/korsch/pge-kor-029.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-029/
PGE-KOR-030,COMPRESSION ROLLER,Korsch,PH800,/assets/images/parts/korsch/pge-kor-030.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-030/
PGE-KOR-031,FEEDER PADDLE (LEFT) (HOOKED),Korsch,PH800,/assets/images/parts/korsch/pge-kor-031.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-031/
PGE-KOR-032,FEEDER PADDLE (RIGHT),Korsch,PH800,/assets/images/parts/korsch/pge-kor-032.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-032/
PGE-KOR-033,FEEDER PAN INSERT,Korsch,PH800,/assets/images/parts/korsch/pge-kor-033.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-033/
PGE-KOR-034,MODIFIED FEEDER PAN INSERT - DELRIN (ALL SERIES),Korsch,PH800,/assets/images/parts/korsch/pge-kor-034.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-034/
PGE-KOR-035,FEEDER PAN,Korsch,PH800,/assets/images/parts/korsch/pge-kor-035.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-035/
PGE-KOR-036,SPRING FOR FEEDER PAN INSERT SPRING (ALL SERIES),Korsch,PH800,/assets/images/parts/korsch/pge-kor-036.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-036/
PGE-KOR-037,MODIFIED FEEDER PAN WEAR STRIP SET (ALL SERIES),Korsch,PH800,/assets/images/parts/korsch/pge-kor-037.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-037/
PGE-KOR-038,MODIFIED 14.5MM FEEDER PAN WITH WEAR STRIP,Korsch,PH800,/assets/images/parts/korsch/pge-kor-038.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-038/
PGE-KOR-039,MODIFIED 20MM FEEDER PAN WITH WEAR STRIP,Korsch,PH800,/assets/images/parts/korsch/pge-kor-039.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-039/
PGE-KOR-040,MODIFIED 6MM FEEDER PAN WITH WEAR STRIP,Korsch,PH800,/assets/images/parts/korsch/pge-kor-040.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-040/
PGE-KOR-041,FEEDER PAN ASSEMBLY,Korsch,XL100,/assets/images/parts/korsch/pge-kor-041.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-041/
PGE-KOR-042,TABLET TAKE-OFF,Korsch,XL100,/assets/images/parts/korsch/pge-kor-042.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-042/
PGE-KOR-043,SCRAPER BLADE - LONG (PEEK),Korsch,XL100,/assets/images/parts/korsch/pge-kor-043.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-043/
PGE-KOR-044,SCRAPER BLADE - SHORT (PEEK),Korsch,XL100,/assets/images/parts/korsch/pge-kor-044.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-044/
PGE-KOR-045,FEEDER PADDLE,Korsch,XL100,/assets/images/parts/korsch/pge-kor-045.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-045/
PGE-KOR-046,FEEDER PADDLE ASSEMBLY - PLOW,Korsch,XL100,/assets/images/parts/korsch/pge-kor-046.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-046/
PGE-KOR-047,INNER CAM TRACK,Korsch,XL100,/assets/images/parts/korsch/pge-kor-047.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-047/
PGE-KOR-048,UPPER CAM RING- “B”,Korsch,XL100,/assets/images/parts/korsch/pge-kor-048.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-048/
PGE-KOR-049,COVER STRIP FOR ROTARY FEEDER - TAIL OVER DIE,Korsch,XL200,/assets/images/parts/korsch/pge-kor-049.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-049/
PGE-KOR-050,INSERT FOR ROTARY FEEDER (INSERT AT EXIT),Korsch,XL200,/assets/images/parts/korsch/pge-kor-050.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-050/
PGE-KOR-051,MATERIAL STRIPPING DEVICE FOR ROTARY FEEDER-SCRAPER BLADE,Korsch,XL200,/assets/images/parts/korsch/pge-kor-051.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-051/
PGE-KOR-052,25 STATION TURRET ASSEMBLY*,Korsch,XL200,/assets/images/parts/korsch/pge-kor-052.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-052/
PGE-KOR-053,RETAINING RING A12 X 1 DIN471,Korsch,XL400,/assets/images/parts/korsch/pge-kor-053.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-053/
PGE-KOR-054,PARALLEL PIN - 6M6 x 6 x 30MM ISO 2338-ST,Korsch,XL400,/assets/images/parts/korsch/pge-kor-054.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-054/
PGE-KOR-055,OIL PIPE 3,Korsch,XL400,/assets/images/parts/korsch/pge-kor-055.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-055/
PGE-KOR-056,RETAINING RING A120MM X 4MM DIN471,Korsch,XL400,/assets/images/parts/korsch/pge-kor-056.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-056/
PGE-KOR-057,PRESSURE SPRING - RAM,Korsch,XL400,/assets/images/parts/korsch/pge-kor-057.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-057/
PGE-KOR-058,TAPPET,Korsch,XL400,/assets/images/parts/korsch/pge-kor-058.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-058/
PGE-KOR-059,OIL PIPE 1,Korsch,XL400,/assets/images/parts/korsch/pge-kor-059.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-059/
PGE-KOR-060,DEEP GROOVE BALL BEARING - CAM SUSTAINER,Korsch,XL400,/assets/images/parts/korsch/pge-kor-060.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-060/
PGE-KOR-061,PRESSURE SPRING DIN 2076-C,Korsch,XL400,/assets/images/parts/korsch/pge-kor-061.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-061/
PGE-KOR-062,STAND OFF,Korsch,XL400,/assets/images/parts/korsch/pge-kor-062.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-062/
PGE-KOR-063,M8 X 20MM METRIC HEAD HEX BOLT,Korsch,XL400,/assets/images/parts/korsch/pge-kor-063.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-063/
PGE-KOR-064,GUIDE SLEEVE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-064.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-064/
PGE-KOR-065,FLANGE FOR CAM SUSTAINER,Korsch,XL400,/assets/images/parts/korsch/pge-kor-065.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-065/
PGE-KOR-066,SPRING RECEIVER,Korsch,XL400,/assets/images/parts/korsch/pge-kor-066.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-066/
PGE-KOR-067,CAM SUSTAINER,Korsch,XL400,/assets/images/parts/korsch/pge-kor-067.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-067/
PGE-KOR-068,PLAIN WASHER D95 X D22 X 10,Korsch,XL400,/assets/images/parts/korsch/pge-kor-068.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-068/
PGE-KOR-069,PLAIN WASHER D95 X D22 X 28,Korsch,XL400,/assets/images/parts/korsch/pge-kor-069.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-069/
PGE-KOR-070,BEARING PILLAR,Korsch,XL400,/assets/images/parts/korsch/pge-kor-070.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-070/
PGE-KOR-071,LOCKING PIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-071.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-071/
PGE-KOR-072,RING SET D149.5X D140 X 38 x /D130 x D120.5 x 38,Korsch,XL400,/assets/images/parts/korsch/pge-kor-072.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-072/
PGE-KOR-073,DISTANCE DISK D135 X D120.2 X 7,Korsch,XL400,/assets/images/parts/korsch/pge-kor-073.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-073/
PGE-KOR-074,RING SEGMENT,Korsch,XL400,/assets/images/parts/korsch/pge-kor-074.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-074/
PGE-KOR-075,PLUNGER,Korsch,XL400,/assets/images/parts/korsch/pge-kor-075.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-075/
PGE-KOR-076,ORIENTATION PIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-076.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-076/
PGE-KOR-077,DISTANCE RING D20 x D12H7 x 2,Korsch,XL400,/assets/images/parts/korsch/pge-kor-077.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-077/
PGE-KOR-078,STRIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-078.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-078/
PGE-KOR-079,SPHERICAL BUTTON,Korsch,XL400,/assets/images/parts/korsch/pge-kor-079.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-079/
PGE-KOR-080,HEX HEAD CAP SCREW,Korsch,XL400,/assets/images/parts/korsch/pge-kor-080.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-080/
PGE-KOR-081,MACHINE SCREW M20 X 360 ISO 4762 - 12.9 -ROTOR LOCK,Korsch,XL400,/assets/images/parts/korsch/pge-kor-081.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-081/
PGE-KOR-082,UPPER CAM SUSTAINER ASSEMBLY,Korsch,XL400,/assets/images/parts/korsch/pge-kor-082.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-082/
PGE-KOR-083,MACHINE SCREW M10 x 30MM ISO 4762 -8.8-AOU,Korsch,XL400,/assets/images/parts/korsch/pge-kor-083.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-083/
PGE-KOR-084,MACHINE SCREW M10 x 35MM ISO 4762-8.8 AOU,Korsch,XL400,/assets/images/parts/korsch/pge-kor-084.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-084/
PGE-KOR-085,MACHINE SCREW M12 x 130MM ISO 4762-8.8-AOU,Korsch,XL400,/assets/images/parts/korsch/pge-kor-085.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-085/
PGE-KOR-086,MACHINE SCREW M16 x 30MM MODIFY TO 29MM,Korsch,XL400,/assets/images/parts/korsch/pge-kor-086.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-086/
PGE-KOR-087,MACHINE SCREW M8 x 35MM DIN912,Korsch,XL400,/assets/images/parts/korsch/pge-kor-087.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-087/
PGE-KOR-088,SHAFT,Korsch,XL400,/assets/images/parts/korsch/pge-kor-088.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-088/
PGE-KOR-089,SPRING BUSH,Korsch,XL400,/assets/images/parts/korsch/pge-kor-089.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-089/
PGE-KOR-090,BUSH,Korsch,XL400,/assets/images/parts/korsch/pge-kor-090.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-090/
PGE-KOR-091,FILL CAM 10MM 35/44 EU-B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-091.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-091/
PGE-KOR-092,FILL CAM 14MM 35/44 EU-B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-092.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-092/
PGE-KOR-093,FILL CAM 6MM 35/44 TSM-B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-093.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-093/
PGE-KOR-094,FILL CAM 10MM EU-D,Korsch,XL400,/assets/images/parts/korsch/pge-kor-094.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-094/
